BPM,SpO2,GSR,Temp,Nível de Estresse
63,94,14.24,36.53,69
104,97,14.49,36.2,90
97,90,21.65,37.4,100
56,90,34.57,36.03,33
56,96,42.17,37.03,24
82,94,45.97,36.18,31
72,94,34.95,37.01,52
68,90,10.23,36.1,80
68,98,17.45,38.09,83
85,90,13.99,36.52,94
78,94,24.53,36.82,69
109,99,30.05,38.18,96
51,98,11.74,37.87,75
50,93,23.94,36.55,46
96,97,17.17,36.18,79
118,95,35.88,37.79,97
69,92,28.57,36.98,62
60,93,29.81,37.92,66
51,91,27.11,37.11,54
116,90,48.24,36.87,73
61,97,18.59,37.13,63
69,90,30.67,37.87,77
54,90,39.44,38.26,57
86,93,32.27,36.12,56
87,99,47.16,37.31,40
58,99,25.12,36.08,31
102,95,28.55,37.17,86
93,98,13.54,38.21,100
73,90,34.36,36.9,60
79,96,21.53,38.33,93
108,99,16.41,37.58,100
63,94,31.78,38.34,69
58,97,31.29,37.89,53
89,96,13.03,36.26,83
115,93,37.93,36.58,77
74,93,34.95,36.99,55
71,95,17.56,36.43,66
53,95,28.78,37.24,47
75,98,38.81,37.18,43
107,94,31.18,38.39,100
78,97,25.82,37.08,65
86,94,22.89,37.96,95
119,91,34.42,38.35,100
67,95,47.56,38.19,45
91,98,36.87,36.52,49
90,92,12.99,37.24,100
87,90,28.43,36.87,79
83,90,45.63,37.0,52
66,92,13.78,36.9,81
86,99,49.56,38.07,47
74,94,47.96,37.13,36
76,92,13.13,37.31,96
106,98,47.34,38.46,74
80,97,24.53,36.15,55
55,92,43.79,37.22,32
89,98,26.74,37.94,84
61,95,27.63,36.38,43
102,96,35.37,37.53,79
59,93,40.98,36.6,28
94,93,11.35,38.17,100
66,91,33.73,36.82,52
75,94,17.47,36.82,78
111,97,23.84,37.5,100
95,96,23.92,36.46,75
113,96,28.76,36.71,85
51,95,23.37,37.04,51
103,92,14.29,36.88,100
114,94,15.83,37.31,100
100,90,11.34,37.5,100
102,96,28.81,37.42,87
85,98,48.18,37.64,44
75,90,14.63,36.77,89
78,91,47.85,36.32,33
70,92,39.33,37.9,61
60,92,35.5,38.13,62
89,97,35.81,36.64,53
60,96,43.07,37.02,26
85,95,14.28,37.25,95
108,99,30.19,37.33,83
88,99,37.88,37.65,60
103,93,33.47,36.1,67
104,98,43.31,37.8,69
73,90,12.89,36.15,81
71,91,37.63,37.17,55
118,93,31.36,38.07,100
105,92,25.17,37.13,99
82,90,23.61,36.37,75
85,94,34.83,38.46,84
69,96,45.64,38.22,48
111,91,29.85,37.93,100
75,94,42.99,37.03,42
115,95,26.09,36.46,89
89,96,14.1,38.35,100
66,90,12.46,37.33,94
50,96,12.05,38.13,81
110,93,25.21,36.86,97
92,97,23.49,36.84,76
91,93,38.72,38.46,85
74,95,39.71,37.3,49
88,98,12.03,36.35,81
84,94,18.84,36.55,79
52,93,20.97,37.2,62
93,97,31.9,36.11,54
100,98,15.78,37.16,97
61,93,15.36,37.05,75
68,92,47.75,37.95,47
93,97,42.17,36.89,50
108,94,17.23,38.46,100
98,91,26.26,36.45,83
110,99,24.22,37.48,95
66,98,41.64,36.22,17
106,92,30.41,37.83,100
104,91,15.11,38.49,100
96,90,39.56,38.05,88
61,97,25.88,37.39,56
111,92,20.52,37.21,100
57,96,25.02,38.09,67
70,90,29.91,38.34,86
119,90,23.72,38.47,100
74,98,19.68,36.99,68
61,97,25.94,38.48,73
64,92,10.77,36.39,76
108,95,40.9,36.63,64
75,92,16.84,36.22,74
75,93,11.76,36.68,86
96,90,36.15,37.92,91
81,94,40.96,38.13,67
59,90,42.55,37.95,52
65,90,29.74,37.58,71
66,99,18.21,37.28,66
72,96,39.49,37.77,52
75,95,37.99,36.98,47
56,91,19.85,38.1,84
63,91,46.14,37.69,44
56,96,14.17,37.74,77
58,90,49.31,37.34,32
97,91,44.41,38.21,82
108,97,37.52,36.63,65
88,95,47.55,36.95,43
67,91,38.89,37.94,62
108,96,17.62,37.23,100
66,93,27.69,38.22,78
63,91,12.86,36.87,82
80,95,25.59,36.92,69
73,98,39.66,38.22,56
109,98,25.46,37.16,90
94,97,23.21,37.29,85
52,92,33.81,36.83,39
86,92,44.89,36.69,47
92,91,11.9,37.64,100
89,94,25.42,36.3,69
104,93,16.33,38.2,100
88,96,37.81,37.95,70
64,93,14.23,36.48,71
53,98,36.59,37.74,37
74,91,21.45,37.51,87
62,95,17.96,36.46,59
82,96,47.45,36.68,32
65,93,10.74,37.02,85
91,95,27.51,37.75,87
115,96,10.87,37.6,100
104,93,29.34,37.33,93
91,97,30.04,37.92,82
83,98,22.87,37.89,84
79,90,15.29,37.54,100
62,96,25.06,37.97,69
62,98,36.89,36.84,30
67,99,41.3,38.2,46
81,94,31.23,37.54,73
88,91,33.59,38.06,88
95,99,18.02,37.37,91
78,95,21.49,36.55,68
111,96,16.48,37.36,100
111,91,19.97,36.93,100
106,91,19.0,37.74,100
65,99,30.78,37.19,45
105,99,32.51,38.09,88
59,90,47.8,37.7,40
79,93,17.82,37.71,96
74,96,35.67,36.54,41
54,98,42.69,38.46,40
114,92,32.41,38.1,100
98,96,20.2,37.97,100
52,96,20.5,36.83,51
94,96,11.57,37.34,100
63,91,22.22,36.34,60
79,95,39.78,37.35,53
117,91,11.9,36.36,100
67,95,18.77,37.38,76
111,99,38.25,37.62,77
86,92,41.31,36.98,57
74,91,28.21,37.25,73
97,95,37.92,38.19,83
114,91,25.52,36.27,94
102,94,16.4,37.98,100
64,91,25.93,36.43,56
98,92,33.2,36.09,65
117,92,47.92,36.46,64
61,95,12.75,37.91,88
108,95,30.3,37.01,86
86,99,23.16,38.18,88
110,92,30.33,37.31,98
92,92,10.96,36.06,93
119,90,22.52,37.79,100
88,96,42.79,36.28,38
105,97,32.16,37.97,91
112,91,28.02,36.42,91
95,93,21.42,36.86,90
60,99,21.92,37.9,65
111,96,25.32,38.39,100
74,97,43.42,36.93,33
101,90,48.69,38.07,78
53,93,27.55,36.48,42
108,95,25.73,38.02,100
69,92,43.86,37.64,50
112,94,27.08,36.48,88
103,99,32.08,36.76,67
106,98,19.24,36.33,84
90,92,39.74,36.96,62
52,94,31.28,36.51,34
55,97,42.36,37.61,30
54,95,41.23,38.49,48
54,93,18.6,36.03,49
103,97,38.63,37.35,70
96,92,42.0,37.43,71
98,92,23.84,38.29,100
58,93,16.9,37.27,74
69,98,10.11,37.36,84
110,94,28.04,37.18,95
84,97,24.1,36.67,67
99,95,32.2,36.14,63
111,92,17.52,37.02,100
66,97,44.39,36.13,14
52,98,20.31,37.38,55
81,97,19.06,36.77,73
62,93,29.23,37.33,59
117,95,29.95,36.34,83
63,90,18.6,38.33,97
60,93,20.87,38.24,84
105,97,16.79,36.47,91
116,90,38.74,36.86,87
78,92,40.8,37.53,60
58,90,28.49,36.24,47
116,98,38.56,36.89,72
74,91,39.44,36.63,47
91,98,15.53,38.29,100
58,93,48.65,38.13,39
89,91,42.84,37.45,66
74,93,18.18,37.3,85
54,99,17.45,38.33,73
60,95,15.03,38.33,90
108,96,15.54,38.42,100
87,92,39.93,36.31,50
54,92,28.79,36.4,42
97,99,41.32,37.69,63
67,97,39.85,37.35,40
119,94,34.18,36.05,76
86,93,37.45,36.15,48
109,96,10.73,38.22,100
97,96,22.47,38.17,100
77,98,35.51,36.89,45
118,98,10.37,38.23,100
89,94,11.32,37.48,100
94,97,44.08,38.01,65
111,99,37.36,37.07,70
107,90,20.61,36.28,98
116,98,37.52,37.08,76
105,97,41.7,37.14,64
89,95,22.27,37.38,88
89,92,11.44,36.26,93
82,92,47.31,38.48,67
55,97,23.81,36.61,43
68,94,14.26,36.5,72
89,99,29.67,37.32,68
108,96,40.74,37.34,73
108,94,18.87,37.1,100
97,97,20.78,37.93,100
90,99,19.71,37.29,83
62,99,49.67,37.52,19
94,93,17.9,37.81,100
102,91,33.02,36.06,71
91,92,47.01,37.43,59
112,97,15.88,38.21,100
76,96,48.83,36.04,16
87,91,47.9,37.01,50
109,95,45.38,38.32,83
56,98,18.58,36.88,54
54,93,35.36,37.15,41
94,98,40.44,38.45,75
107,91,49.44,36.5,56
80,91,17.22,36.16,78
72,98,40.64,38.15,52
91,96,23.55,38.17,98
59,96,17.03,37.18,67
81,90,26.86,37.29,83
102,95,41.75,38.09,80
79,96,28.59,37.85,76
88,95,31.5,36.66,63
80,95,49.81,36.04,19
51,91,25.96,37.2,57
61,95,34.62,38.15,59
88,93,24.61,38.24,100
115,98,25.71,38.39,100
62,90,37.83,38.2,65
95,97,47.52,37.45,52
76,94,31.69,37.11,61
66,90,40.74,37.94,60
109,93,13.57,37.85,100
113,90,18.45,37.35,100
84,95,30.09,36.22,55
119,91,10.8,38.32,100
79,94,20.11,37.14,82
112,96,30.7,36.91,85
77,91,10.6,37.57,100
109,95,20.58,37.68,100
86,95,30.56,36.53,60
71,94,32.93,38.09,70
117,94,47.03,36.72,65
69,92,35.81,36.47,44
117,99,26.59,37.02,90
113,99,47.21,37.83,68
66,91,41.4,38.41,64
61,96,18.0,38.02,80
71,90,15.23,38.35,100
66,95,37.03,36.35,32
59,95,32.4,36.18,31
114,92,41.59,37.39,85
71,91,39.55,36.73,46
99,91,35.01,38.07,95
63,98,49.46,37.68,25
113,94,31.34,38.43,100
96,96,14.52,36.64,92
78,94,43.13,37.21,47
85,96,20.07,37.25,84
101,93,41.09,36.6,62
56,97,48.28,37.48,20
78,99,37.87,37.11,44
60,99,33.84,37.12,35
82,96,28.42,36.91,64
55,99,24.58,36.04,29
81,94,24.12,37.31,80
100,95,35.45,36.84,69
107,94,40.05,36.0,57
75,96,37.14,36.77,43
95,91,17.94,36.7,97
78,94,29.76,36.98,64
53,99,41.67,36.33,6
62,92,29.03,37.27,61
88,98,31.46,37.73,73
64,95,40.85,37.58,43
78,99,36.45,38.01,59
78,92,26.37,37.13,75
81,96,45.82,37.3,43
51,93,16.5,38.03,80
96,92,49.82,37.07,54
71,97,14.75,37.75,86
76,93,10.6,37.09,95
116,90,45.6,37.04,80
105,95,19.8,37.9,100
70,99,39.19,36.44,25
96,90,42.44,36.85,65
108,94,44.36,36.56,60
55,96,49.66,36.9,10
68,95,21.76,36.58,60
106,91,38.41,37.45,86
118,93,14.62,38.0,100
52,91,26.27,37.97,69
50,90,43.92,36.91,27
107,92,24.71,38.47,100
87,92,33.64,37.48,77
64,96,30.15,37.0,48
83,90,35.84,38.09,83
110,98,48.92,37.82,65
84,95,12.23,37.87,100
113,93,32.96,36.49,82
74,92,44.52,37.17,45
73,92,29.26,38.15,82
61,91,13.14,37.26,85
67,91,32.42,37.71,68
64,99,23.28,37.47,60
76,94,16.2,38.11,100
109,98,43.96,36.71,55
95,91,30.86,37.44,89
66,91,47.33,36.31,24
102,95,42.24,37.73,74
57,99,37.72,37.83,38
76,91,10.2,36.11,85
95,93,27.11,37.69,94
99,95,17.9,37.04,97
52,94,46.43,36.31,8
113,90,16.98,37.05,100
93,95,21.44,36.49,79
102,90,30.67,37.04,91
73,92,20.53,36.96,78
109,99,18.39,37.85,100
52,94,33.96,37.94,51
69,99,13.56,37.52,79
95,94,12.33,36.06,90
64,99,24.89,38.33,70
74,95,38.83,37.72,56
66,99,32.19,36.09,27
58,97,26.92,38.05,62
87,94,32.63,36.5,60
97,90,24.62,37.45,100
109,94,47.45,37.17,65
112,92,12.2,37.05,100
51,93,36.94,38.22,52
60,97,45.65,37.09,21
113,96,42.16,36.19,57
70,94,17.36,38.37,97
67,91,21.84,38.3,93
113,95,38.68,37.71,88
87,95,13.37,37.17,97
81,99,42.47,36.23,26
60,99,38.76,37.98,41
94,95,39.18,36.19,49
82,98,14.01,36.17,71
90,97,38.71,37.34,60
57,97,37.19,36.4,21
60,90,43.24,36.02,23
100,94,11.66,37.06,100
90,96,10.92,36.34,88
66,95,24.92,36.4,51
95,94,15.95,36.19,86
81,97,32.34,36.51,49
103,92,46.69,37.79,75
69,95,25.66,38.02,77
82,94,43.8,37.13,48
89,97,10.01,37.27,100
81,93,16.74,36.08,74
51,97,11.22,36.17,52
82,99,23.13,36.64,62
79,91,46.33,37.36,52
82,98,13.88,37.85,96
75,98,34.26,37.51,55
71,99,28.06,36.98,51
115,99,47.54,36.3,47
87,95,14.9,37.95,100
95,93,18.48,36.91,95
64,93,11.18,37.84,96
93,95,27.36,37.28,82
98,94,21.11,37.85,100
110,95,44.8,38.27,84
116,96,34.2,38.3,100
55,96,34.56,37.34,40
58,98,31.28,37.28,42
55,97,13.67,36.66,59
81,95,27.8,38.34,88
90,95,49.98,37.14,44
57,94,43.41,36.32,17
99,90,45.74,37.08,66
111,98,42.93,36.32,53
111,98,14.12,37.26,100
56,98,19.1,37.4,61
53,97,10.12,36.84,65
55,99,22.14,36.18,35
107,92,14.34,38.36,100
71,90,28.91,37.93,82
75,97,37.09,38.1,61
52,96,44.98,36.92,15
90,94,39.97,37.9,72
109,99,47.54,37.21,56
63,96,12.16,36.5,67
61,99,10.49,36.31,59
61,93,36.45,36.86,41
62,98,21.57,36.34,46
74,99,20.14,38.5,88
94,91,23.24,36.12,80
68,98,20.79,37.1,63
104,98,30.46,37.13,78
94,94,27.61,36.75,77
57,90,30.5,37.43,61
102,96,36.91,36.37,59
104,99,25.49,37.96,96
81,99,20.05,36.83,69
100,93,16.65,37.48,100
93,98,23.98,37.79,89
119,95,39.67,38.22,99
67,92,40.27,38.09,60
71,95,36.68,37.52,54
86,99,19.36,36.97,76
105,95,33.52,37.26,82
108,94,32.83,37.92,97
52,91,29.37,38.19,68
77,99,32.0,36.26,39
84,99,29.67,36.96,59
110,91,32.62,37.94,100
103,96,38.62,37.08,68
112,91,14.39,36.83,100
56,95,39.99,37.03,30
98,94,15.44,37.51,100
80,93,12.67,38.5,100
107,96,49.04,37.23,58
110,97,48.28,36.52,49
73,93,12.42,36.41,79
69,90,27.73,36.11,55
86,90,17.45,37.4,100
53,90,29.41,37.36,58
69,90,43.21,36.51,38
109,94,48.02,37.74,73
73,93,35.37,37.85,67
99,98,24.16,36.65,76
98,92,34.13,36.86,76
100,96,22.48,38.48,100
85,97,46.39,36.94,38
115,95,44.82,37.9,83
83,99,32.33,37.13,56
85,90,22.99,37.98,100
55,97,21.74,37.92,66
88,99,11.34,37.67,100
91,92,42.63,38.14,76
107,97,28.02,38.35,100
61,93,23.01,37.45,70
52,97,28.84,36.59,33
67,90,42.75,37.0,44
89,92,14.98,37.9,100
70,95,44.31,37.63,43
64,98,45.9,36.44,13
75,91,47.87,36.13,28
57,90,25.9,37.71,72
91,99,18.69,36.63,76
93,92,24.95,37.25,91
63,93,23.32,37.87,77
51,94,17.05,37.41,68
86,92,34.29,36.21,56
118,99,29.06,36.46,79
87,91,44.63,36.55,48
90,91,11.28,36.64,100
111,96,35.75,37.41,84
109,98,40.52,37.26,69
63,99,40.38,36.51,19
51,91,45.44,36.17,13
119,96,39.16,36.43,70
66,96,47.11,38.46,47
77,96,23.31,37.17,72
115,92,30.13,38.17,100
84,96,10.56,38.12,100
54,90,10.28,37.28,86
114,99,19.61,37.77,100
89,90,14.03,36.48,97
105,94,20.41,37.72,100
85,91,17.08,36.68,90
94,98,11.14,38.08,100
72,96,46.37,36.21,19
96,93,10.33,37.93,100
80,93,39.44,36.25,42
60,91,16.09,38.2,94
59,94,46.49,36.76,20
116,93,45.71,37.64,82
63,90,36.16,37.22,54
59,97,36.89,36.92,31
50,92,10.21,37.61,84
54,95,49.39,38.37,34
69,93,45.11,36.1,23
57,98,45.8,38.3,35
92,96,36.37,37.52,69
50,98,23.79,38.02,58
106,99,45.75,36.96,52
113,92,21.66,37.18,100
77,90,32.51,38.17,85
86,94,13.99,37.04,95
96,92,46.88,37.34,62
86,95,15.63,36.05,76
98,97,19.0,36.4,81
93,93,32.33,37.6,83
105,94,40.56,37.79,82
77,94,34.77,37.46,63
55,93,19.29,36.36,54
110,93,10.04,37.11,100
69,93,40.29,36.89,42
51,93,49.41,37.24,19
86,93,42.4,38.18,71
69,94,28.41,37.94,73
75,91,46.15,36.21,31
78,91,26.39,38.23,94
50,98,31.0,37.18,35
84,91,29.09,37.86,89
119,95,27.9,36.35,88
108,91,41.01,37.68,88
118,94,31.07,36.59,88
82,93,22.67,37.1,82
100,96,20.33,36.04,78
61,96,11.51,36.38,65
69,95,33.33,36.23,38
102,99,19.2,36.6,83
92,94,15.93,36.25,85
99,90,36.15,37.73,90
78,92,37.25,36.07,43
106,98,40.09,37.54,71
88,90,30.14,36.35,70
105,94,45.76,38.36,82
92,91,47.45,38.33,75
99,93,42.29,36.56,58
72,90,35.42,37.54,67
93,92,22.15,36.07,78
87,99,49.32,38.33,52
72,96,20.97,37.31,73
94,99,18.11,36.11,71
101,92,27.69,36.86,88
99,93,12.27,36.19,97
57,91,49.14,36.98,24
50,92,33.54,37.67,50
57,98,32.28,37.17,38
78,92,36.23,36.96,58
54,94,29.88,36.3,34
96,91,11.28,36.61,100
83,93,34.49,36.25,52
114,96,38.65,38.02,91
104,96,26.67,36.34,76
92,92,40.29,37.49,71
79,94,19.08,36.86,79
66,90,18.85,36.56,72
75,99,16.46,37.6,81
57,99,24.88,37.14,47
96,99,43.88,37.0,47
95,90,43.12,37.48,73
117,94,25.31,37.23,100
82,99,33.56,36.76,48
50,98,38.83,37.4,26
68,90,19.65,37.67,90
80,90,16.73,36.07,79
63,93,48.88,37.16,28
102,93,34.7,36.14,65
97,91,49.26,36.47,48
118,98,23.51,37.4,100
111,98,38.12,38.17,88
115,91,18.9,38.21,100
113,98,20.45,36.17,86
119,95,30.48,37.05,95
112,97,22.78,37.46,100
82,99,16.7,36.37,68
90,93,20.52,37.91,100
97,91,11.43,37.86,100
62,91,38.18,38.26,64
80,98,29.68,36.02,43
117,90,13.77,36.54,100
53,96,16.87,38.07,76
68,92,14.1,37.68,94
119,92,34.5,38.24,100
62,91,13.77,36.14,69
72,99,40.17,37.49,41
50,95,10.82,37.42,75
103,99,19.98,36.09,75
64,91,45.63,37.28,40
114,99,38.74,37.52,77
64,93,12.92,36.48,72
70,99,42.85,36.68,23
68,98,29.72,37.6,57
109,98,43.87,37.17,62
82,95,34.03,38.15,76
98,93,37.27,36.86,69
84,96,49.74,36.67,30
93,90,19.29,38.46,100
60,93,34.96,38.28,63
115,94,28.41,36.07,82
95,97,11.58,37.93,100
58,91,10.58,36.28,72
52,94,14.77,36.07,52
75,95,35.96,36.68,46
97,94,32.69,36.67,70
115,98,32.14,38.05,98
119,99,11.27,37.78,100
77,90,28.77,38.45,95
75,92,46.98,37.78,52
74,91,25.9,37.05,74
61,92,35.0,37.75,58
54,99,41.19,38.5,40
97,98,41.36,37.78,66
86,98,30.77,37.9,75
93,99,44.32,38.35,65
64,91,25.66,36.28,54
92,92,45.55,37.76,67
97,93,19.61,38.13,100
119,98,21.21,38.39,100
95,92,12.12,36.53,100
92,96,41.82,37.26,57
70,92,26.68,37.7,77
72,96,19.16,36.62,66
96,96,19.27,37.5,98
64,98,46.06,36.64,15
74,91,43.36,36.83,44
85,95,32.14,37.1,66
100,98,34.64,37.32,71
64,91,28.97,37.12,62
117,91,25.67,37.23,100
70,94,46.62,36.75,29
62,99,15.02,36.4,55
68,99,26.74,36.12,38
83,99,23.78,36.49,60
117,97,29.93,37.45,96
101,98,28.31,37.97,91
76,91,30.76,36.42,59
78,94,15.6,36.27,75
77,96,30.53,37.87,71
84,95,19.7,36.76,79
57,95,17.37,38.38,85
65,96,12.59,37.79,87
85,92,40.51,36.82,55
79,92,27.1,36.72,69
67,99,35.07,37.31,42
51,98,39.1,36.2,9
98,97,37.17,36.29,53
53,94,28.82,36.44,37
56,95,25.52,37.94,65
88,99,25.04,37.28,74
62,90,35.6,36.03,36
80,99,29.79,37.68,66
112,90,43.97,37.06,79
105,93,44.99,37.28,69
91,91,16.82,36.54,93
110,96,15.45,37.38,100
91,91,35.22,38.45,94
105,99,22.05,36.18,75
85,91,10.74,36.71,100
117,94,45.55,36.61,66
56,93,19.08,36.62,59
103,97,47.17,36.95,51
50,93,38.7,38.05,46
93,95,40.51,38.28,77
94,94,18.06,36.51,87
96,91,19.37,37.36,100
62,97,30.85,37.59,53
71,91,16.88,37.3,89
70,98,22.22,37.09,62
58,98,22.86,36.48,43
75,92,16.39,37.22,89
58,93,18.21,37.0,68
64,97,41.54,37.99,44
59,98,16.69,37.91,74
91,92,11.14,36.33,97
73,94,35.17,36.22,40
98,97,49.04,38.27,64
75,92,23.25,37.34,81
86,96,14.75,38.14,100
117,97,32.82,36.15,72
99,99,46.25,37.32,51
73,92,41.36,37.35,52
68,91,34.9,38.15,72
109,99,22.6,36.24,78
88,96,31.68,36.6,59
67,98,13.65,37.02,72
68,90,37.16,38.16,71
85,92,39.0,38.35,80
104,94,48.6,38.48,79
118,92,20.42,38.4,100
96,90,10.74,36.01,100
98,96,31.82,36.12,60
82,96,38.27,36.37,41
70,99,41.62,36.87,28
71,97,17.75,38.07,87
97,94,20.47,38.23,100
86,99,30.5,36.47,52
64,94,23.22,37.55,71
84,94,44.42,38.29,66
81,90,28.95,37.16,78
60,99,41.98,36.26,10
59,94,33.22,37.14,46
106,95,40.92,36.94,67
74,90,23.31,37.44,85
51,96,43.26,37.1,20
113,90,20.98,36.04,99
84,91,31.84,38.48,94
56,91,18.56,37.36,75
67,94,29.02,37.18,59
116,99,22.73,38.39,100
91,96,20.67,36.39,75
88,90,48.68,36.47,44
90,99,16.4,38.02,99
73,90,41.49,36.65,45
109,90,49.37,38.0,83
95,95,10.8,36.68,99
68,91,37.96,36.08,36
117,90,20.12,37.29,100
91,95,11.62,36.49,92
81,91,26.12,37.89,92
88,95,47.41,37.6,53
85,99,10.47,38.31,100
85,97,33.52,37.96,73
52,91,30.06,36.45,41
57,98,44.94,38.0,32
119,97,13.36,37.6,100
90,99,37.26,37.67,63
117,90,37.2,38.08,100
62,96,36.76,37.43,43
98,99,47.69,37.17,46
109,95,42.92,37.59,76
51,95,11.68,36.74,64
109,95,28.84,36.46,80
54,95,25.92,37.54,57
93,99,22.41,36.58,71
76,96,28.05,36.2,49
81,92,25.37,36.0,62
70,95,27.29,37.52,67
57,92,49.17,36.91,21
99,96,13.55,37.88,100
116,96,46.89,36.94,64
93,97,29.21,37.22,74
107,91,34.95,37.02,86
52,98,43.21,37.63,25
119,94,24.42,36.89,100
51,98,27.22,38.41,60
93,99,26.38,38.34,91
51,94,24.99,38.12,67
84,96,47.02,38.3,59
79,98,43.16,37.12,39
57,93,14.36,37.34,78
71,91,14.32,37.86,100
93,98,27.11,37.74,83
107,91,13.95,38.23,100
85,92,34.76,37.79,78
118,99,15.75,38.49,100
80,91,30.89,36.87,68
96,92,10.29,38.08,100
104,95,22.66,37.74,100
111,92,37.09,37.73,95
79,99,29.36,36.81,53
104,97,49.13,37.96,64
65,95,44.96,38.25,48
61,96,24.36,36.55,48
66,90,11.82,37.56,98
65,92,43.83,36.98,36
61,92,46.45,38.47,52
57,91,42.83,37.2,37
52,96,15.12,36.57,55
65,98,49.92,36.95,15
79,93,20.34,37.63,91
72,94,38.97,36.19,34
54,92,46.32,37.51,32
114,98,19.43,38.33,100
79,93,46.33,38.13,59
70,94,22.38,36.17,56
119,90,49.06,38.48,98
71,91,21.25,37.75,89
81,98,48.14,36.41,22
82,91,12.14,36.03,85
65,94,38.37,36.43,32
87,97,31.28,38.1,80
63,92,29.12,36.05,43
85,95,18.94,36.58,78
72,93,38.22,37.89,62
115,96,17.63,37.47,100
51,99,32.11,37.96,43
114,92,20.13,37.87,100
116,95,48.22,36.13,52
101,99,11.15,38.23,100
111,98,17.99,36.57,94
72,99,19.69,37.38,70
75,90,26.56,37.61,84
117,92,19.31,36.42,100
104,91,29.65,38.44,100
55,97,44.9,37.22,20
84,96,38.48,36.14,39
71,91,33.2,38.34,80
92,95,13.56,37.47,100
64,92,37.76,37.75,56
109,97,16.66,37.31,100
61,99,41.45,38.09,39
98,92,20.0,36.08,85
91,99,26.68,36.67,64
87,98,24.02,37.17,75
94,90,44.35,36.19,51
84,94,15.06,37.76,100
79,92,32.63,36.98,65
79,95,15.68,36.68,79
55,99,38.19,36.01,8
116,91,46.2,37.8,88
56,98,27.38,38.08,58
101,95,29.52,36.99,81
63,96,47.1,37.41,28
64,94,30.84,36.57,45
70,98,29.5,37.56,59
84,90,33.13,36.03,57
115,94,37.57,37.22,85
51,99,14.28,37.61,65
84,95,42.84,38.3,67
69,96,27.42,36.95,56
59,93,12.89,37.91,90
74,90,41.45,37.49,59
115,97,25.08,38.32,100
74,99,14.01,37.0,75
103,93,35.35,36.8,75
82,92,45.21,38.22,67
85,96,45.51,36.12,29
63,91,48.31,36.34,21
114,97,44.71,36.21,53
103,95,10.09,38.11,100
101,96,25.21,36.03,71
52,94,42.74,38.15,41
90,98,24.65,37.13,75
55,94,34.06,36.01,25
74,94,34.25,37.0,54
62,92,24.6,36.47,55
57,90,46.18,37.56,39
70,91,30.13,37.7,74
117,97,28.59,37.22,94
74,90,49.9,36.1,25
117,96,29.74,37.64,100
94,94,17.14,38.11,100
109,92,30.52,37.8,100
61,96,42.56,38.07,44
81,98,41.07,36.5,34
62,91,41.54,38.22,58
80,97,38.32,36.81,44
69,98,20.17,36.03,49
67,92,44.48,38.11,54
109,91,45.74,38.35,91
112,96,17.77,37.64,100
55,94,15.22,36.58,61
81,94,49.02,36.63,32
92,99,44.73,37.17,45
51,94,45.73,38.24,37
109,93,45.46,36.37,58
72,94,31.67,38.06,73
80,93,35.86,36.73,55
54,95,31.81,38.02,55
83,93,12.05,38.3,100
59,91,39.82,37.07,41
51,98,30.21,36.91,33
60,91,35.91,38.01,62
99,98,30.11,37.32,77
80,99,29.67,37.71,67
105,95,16.87,37.56,100
58,98,21.15,36.38,44
70,98,16.35,38.11,87
77,92,17.83,36.49,78
111,90,48.92,38.33,90
56,90,16.12,36.63,70
65,92,20.77,37.83,84
53,94,33.62,36.71,34
53,92,34.41,36.79,38
89,98,16.16,36.78,82
66,98,41.75,37.87,42
101,92,41.41,37.39,75
101,92,19.49,38.21,100
85,94,21.55,36.77,79
87,91,47.52,37.73,62
99,95,43.03,37.88,72
112,96,37.91,36.38,66
112,98,13.29,37.0,100
111,95,26.73,37.21,96
56,92,32.37,36.89,45
76,94,17.5,36.81,78
63,93,27.93,37.72,68
54,94,34.04,36.54,32
104,97,23.1,37.77,100
51,97,41.24,38.34,40
111,95,43.62,37.41,74
70,90,22.94,37.53,84
70,97,43.55,36.17,19
59,97,14.14,38.16,84
107,91,43.51,36.71,69
88,93,16.11,37.54,100
54,91,13.32,38.45,97
114,93,35.67,37.49,94
62,99,28.88,37.81,55
102,96,46.32,37.11,56
94,98,24.53,36.15,64
81,97,21.49,37.99,88
85,98,30.03,36.09,48
109,97,28.24,37.75,97
60,91,23.78,36.06,51
112,96,37.75,38.16,93
70,91,40.38,36.39,39
101,91,44.12,37.29,71
104,93,48.91,37.49,66
75,90,20.67,37.14,86
117,94,38.64,36.85,80
83,95,25.77,37.17,75
101,98,37.08,36.78,60
101,99,29.04,37.1,75
78,97,49.75,36.9,27
87,91,39.16,37.42,70
91,90,48.1,36.59,49
70,91,43.4,38.47,65
91,96,46.12,37.25,50
62,93,42.58,36.49,27
113,99,28.37,37.19,87
66,94,20.07,38.17,87
58,96,24.81,36.05,37
90,92,10.81,37.7,100
50,99,30.96,37.37,36
51,91,30.2,36.42,39
109,96,31.01,38.04,99
97,94,48.96,36.92,49
78,90,46.46,36.73,43
59,90,16.47,38.07,93
107,98,24.76,37.6,96
109,94,26.96,38.25,100
70,90,24.42,37.57,82
77,96,41.94,37.85,54
83,98,30.96,38.09,75
57,90,32.88,36.14,38
108,99,44.12,37.94,71
98,93,42.24,37.53,72
66,92,15.29,36.17,68
109,94,38.56,37.27,80
94,96,27.42,36.21,65
118,97,21.79,37.84,100
